Designator,Mid X,Mid Y,Rotation,Layer
J1,163.834804,-193.478719,12.0,bottom
J2,233.506497,-193.478718,348.0,bottom
J3,218.525412,-152.627537,0.0,bottom
J4,179.409413,-155.177538,0.0,bottom
R1,218.418734,-161.118526,0.0,bottom
R2,218.418734,-164.243527,0.0,bottom
